Word	[ (Document1, Count1), ... ]
guarantee	(21, 1) (19, 1) (2, 3) (8, 1) 
guaranteed	(19, 1) (21, 3) 
guaranteeing	(21, 2) 
guard	(21, 2) (23, 1) (15, 1) (24, 1) (16, 4) 
guarded	(21, 1) (24, 1) 
guardians	(17, 1) 
guardin	(16, 1) 
guarding	(17, 1) (23, 1) (24, 1) (25, 1) 
guards	(5, 1) (7, 2) (10, 1) (16, 1) (19, 1) (2, 2) 
guerrilla	(5, 1) (21, 2) (29, 1) 
guest	(17, 2) 
guests	(17, 1) (2, 2) 
guichuan	(23, 1) 
guidance	(29, 9) (4, 1) (22, 2) (28, 3) (27, 4) 
guide	(26, 1) (25, 1) (10, 1) 
guided	(27, 9) (30, 2) (4, 2) (6, 1) (29, 9) (3, 1) (28, 8) (22, 1) 
guided-missile	(13, 1) (28, 1) (12, 1) 
guideline	(27, 1) 
guidelineair	(27, 1) 
guiding	(29, 1) 
guifei	(23, 6) 
guifeigeneral	(23, 1) 
guifeis	(23, 2) 
guifeisee	(23, 1) 
guinea	(22, 1) (10, 2) (5, 1) 
guineain	(10, 1) 
guise	(21, 1) 
gulf	(21, 2) (22, 5) (27, 1) (8, 1) (28, 2) (19, 1) (5, 1) (15, 2) (14, 1) (18, 1) 
gulfstream	(9, 1) 
gun	(27, 62) (30, 24) (22, 4) (6, 4) (4, 1) (21, 1) (10, 1) (2, 1) (8, 4) (19, 1) (28, 4) 
gun-based	(27, 1) 
gun-howitzer-mortars	(10, 1) 
gun-launched	(29, 1) 
gun-layers	(27, 1) 
gun-laying	(27, 2) 
gun-range	(12, 1) (13, 1) 
gunall	(27, 1) 
gunboat	(13, 2) (12, 2) 
gunboats	(19, 3) (21, 3) 
gunbus	(8, 1) 
gunfire	(22, 5) 
gunfirst	(27, 1) 
gunhigh-altitude	(10, 1) 
gunin	(8, 1) (21, 1) 
gunman-portable	(30, 1) 
gunmenvietnam	(10, 1) 
gunners	(30, 1) (27, 1) 
gunnery	(27, 4) 
gunpoint	(19, 1) 
gunpowder	(27, 1) 
guns	(27, 80) (30, 43) (28, 2) (1, 1) (10, 3) (21, 1) (6, 2) (22, 6) (19, 4) (12, 1) (13, 1) (8, 2) (5, 1) 
gunsalthough	(30, 1) 
gunsduring	(22, 1) 
gunship	(5, 1) 
gunships	(5, 1) (13, 1) (12, 1) 
gunshistoryworld	(30, 1) 
gunsight	(27, 1) 
gunssiberiathe	(19, 1) 
gunstank	(30, 1) 
gunsthe	(19, 1) 
guo	(23, 4) 
guos	(23, 1) 
guozhong	(23, 5) 
gupta	(24, 1) 
gurkha	(10, 1) 
gurkhas	(24, 2) 
gustav	(27, 1) (2, 1) 
gustave	(2, 1) 
gut	(26, 1) 
gutenbergworks	(17, 1) 
gutkind	(17, 1) 
gutmann	(2, 1) 
guts	(26, 1) 
guy	(20, 1) 
guyanasome	(25, 1) 
guān	(23, 1) 
gv	(27, 1) 
gwyther	(22, 1) 
gymnasium	(17, 1) 
gymnasiums	(17, 1) 
gynes	(26, 1) 
gypsies	(2, 1) 
gödel	(17, 2) 
göktürk	(23, 1) 
göring	(2, 11) (15, 1) (11, 1) 
göring–frank	(2, 1) 
h	(26, 1) (22, 2) (20, 2) (10, 2) (19, 1) (21, 3) (17, 1) (12, 1) (13, 1) (5, 2) 
h-19	(5, 1) 
h-21	(5, 3) 
h-21c	(5, 1) 
h-21s	(5, 1) 
h-34	(5, 1) 
h39	(22, 1) 
haa	(27, 10) 
haan	(17, 1) 
haas	(17, 3) 
habakkukseadromesubmarine	(13, 1) (12, 1) 
habeas	(21, 2) 
habit	(2, 2) 
habitations	(26, 1) 
habitats	(26, 4) 
habsburg	(2, 2) (25, 2) 
habsburgs	(25, 1) 
habu	(22, 1) (24, 1) 
hacked	(23, 2) 
hacker	(21, 1) 
hacking	(27, 1) 
hacs	(27, 1) 
had	(27, 51) (23, 33) (25, 19) (5, 8) (30, 5) (26, 5) (16, 1) (9, 3) (19, 46) (10, 20) (28, 3) (20, 28) (7, 5) (21, 63) (12, 13) (11, 1) (13, 13) (8, 11) (29, 3) (24, 27) (17, 42) (3, 1) (22, 32) (2, 51) 
hadfields	(22, 1) 
hadr	(13, 1) (12, 1) 
haemolymph	(26, 1) 
hafeld	(2, 3) 
haffner	(2, 2) 
haganah	(7, 1) 
hague	(25, 1) (10, 2) 
haidomyrmecinae	(26, 1) 
hailed	(21, 1) 
hainan	(12, 1) (13, 1) 
hairnotescitationsbibliographyprintedonlineexternal	(2, 1) 
hairs	(26, 1) (29, 2) 
hairstreaks	(26, 1) 
hairstyle	(17, 1) 
hais	(22, 5) 
haiti	(21, 2) (10, 1) 
hal	(13, 1) (12, 1) 
haldane	(17, 1) 
halecki	(17, 1) 
half	(17, 1) (22, 1) (25, 1) (23, 2) (27, 1) (20, 1) (19, 2) (26, 1) (10, 4) (21, 6) (15, 1) (2, 2) (24, 1) 
half-century	(23, 1) 
half-niece	(2, 1) 
half-track	(27, 1) 
half-tracks	(30, 1) 
halicarnassus	(24, 1) 
halifax	(22, 1) 
hall	(2, 6) (17, 1) (9, 1) (23, 1) 
hall-scotts	(22, 1) 
halleck	(21, 1) 
hallecks	(21, 1) 
halls	(21, 1) 
hallstatt	(24, 3) 
halt	(2, 1) 
halted	(25, 1) (21, 2) (27, 1) (19, 2) 
haltons	(15, 1) 
halyard	(15, 1) 
hamadan	(19, 1) 
hamann	(2, 1) 
hambledon	(19, 1) (24, 1) 
hamel	(22, 1) 
hamels	(22, 1) 
hamid	(15, 1) 
hamilcar	(10, 1) 
hammer	(22, 1) 
hammerblow	(25, 1) 
hamper	(21, 1) 
hampered	(19, 2) 
hampshire	(19, 1) 
hampton	(21, 1) (25, 1) 
han	(23, 15) (24, 2) 
hand	(24, 2) (21, 8) (2, 1) (20, 1) (19, 1) (16, 1) (10, 1) (26, 1) (27, 1) 
hand-held	(6, 1) 
hand-to-hand	(24, 2) 
hand-tossed	(3, 1) 
handed	(17, 2) (19, 1) (2, 1) (9, 1) 
handguard	(24, 1) 
handguards	(24, 1) 
handicap	(9, 1) 
handle	(5, 1) (22, 1) (24, 2) (13, 1) (12, 1) (15, 1) 
handled	(27, 1) 
handler	(12, 2) (24, 1) (13, 2) 
handlers	(13, 1) (12, 1) 
handley	(15, 1) 
hands	(5, 1) (19, 2) (21, 3) (20, 1) (22, 1) (24, 3) (8, 1) (2, 1) 
handsoperation	(10, 1) 
hanfstaengl	(2, 1) 
hangar	(12, 5) (13, 5) 
hanged	(17, 1) 
hanging	(27, 1) (24, 1) 
hanisch	(2, 1) 
hanit	(28, 1) 
hannibals	(24, 1) 
hanns	(2, 1) 
hans	(2, 6) (17, 3) 
hans-joachim	(2, 1) 
hanukkah	(17, 1) 
han–xiongnu	(24, 1) 
haplodiploid	(26, 1) 
haploid	(26, 5) 
happen	(21, 1) 
happened	(21, 1) (17, 1) (13, 1) (12, 1) (10, 1) (23, 1) (22, 1) 
happens	(17, 1) (6, 2) 
happiest	(2, 1) 
happy	(17, 1) 
harass	(25, 1) (24, 1) 
harassing	(21, 1) 
harbor	(21, 4) (2, 1) (12, 2) (13, 2) (8, 2) 
harbors	(21, 1) 
harbour	(22, 4) (19, 1) (25, 2) 
harbours	(25, 1) (22, 6) 
hard	(22, 1) (30, 1) (24, 2) (26, 2) (21, 2) (19, 1) (23, 2) 
harder	(28, 1) (6, 1) (21, 1) (27, 1) 
hardest	(6, 1) 
hardly	(21, 1) (20, 1) 
hardships	(23, 2) (2, 1) 
hardware	(13, 1) (12, 1) 
harm	(26, 1) (17, 1) (27, 1) 
harmed	(21, 1) 
harmful	(17, 1) 
harmonic	(17, 1) 
harold	(5, 1) 
harpegnathos	(26, 1) 
harpers	(21, 3) 
harpoon	(28, 2) 
harrier	(8, 3) (12, 6) (13, 6) 
harriers	(13, 1) (8, 2) (12, 1) 
harris	(12, 1) (13, 1) 
harrison	(21, 1) 
harry	(17, 1) 
harsh	(21, 1) (20, 2) 
harshnessby	(23, 1) 
hartford	(21, 1) 
hartley	(22, 1) 
hartley-anglo-iranian-siemens	(22, 1) 
harvard	(17, 1) (2, 1) (26, 1) 
harvest	(26, 2) (24, 1) 
harvey	(17, 1) 
has	(17, 9) (26, 26) (5, 3) (15, 2) (12, 31) (28, 4) (9, 9) (21, 11) (7, 1) (4, 3) (24, 4) (13, 31) (18, 4) (27, 5) (2, 7) (8, 7) (29, 3) (20, 3) (10, 3) 
has2s	(9, 1) 
haslar	(22, 1) 
haste	(25, 1) 
hastening	(21, 1) 
hastily	(22, 1) (10, 2) (8, 1) 
hastings	(10, 1) 
hatch	(26, 1) 
hatched	(26, 1) 
hatchmost	(26, 1) 
hated	(24, 1) 
hato	(10, 1) 
hatred	(19, 1) 
hatta	(10, 1) 
hatteras	(22, 1) 
haut-rhin	(20, 3) 
haut-rhinunterelsaß	(20, 1) 
havana	(22, 1) 
have	(22, 12) (10, 6) (24, 15) (17, 20) (30, 3) (23, 6) (9, 1) (5, 6) (3, 1) (21, 27) (7, 4) (15, 6) (25, 1) (12, 33) (28, 6) (20, 6) (26, 70) (4, 8) (16, 4) (8, 19) (13, 33) (11, 1) (19, 5) (27, 29) (6, 2) (18, 1) (29, 9) (2, 14) 
havens	(21, 1) 
having	(21, 3) (2, 5) (9, 1) (24, 2) (22, 2) (10, 1) (23, 2) (17, 7) (12, 1) (25, 2) (8, 2) (20, 1) (26, 4) (19, 1) (13, 1) (27, 3) 
hawaii	(2, 1) (8, 1) 
hawaiian	(26, 1) 
hawk	(27, 1) (12, 1) (5, 1) (13, 1) (4, 1) 
hawker	(12, 1) (9, 1) (13, 1) (8, 2) (6, 1) 
hawkeye	(12, 1) (9, 6) (13, 1) 
hawkeyes	(13, 1) (9, 1) (12, 1) 
hawkeyethe	(9, 1) 
hawthorn	(4, 1) (22, 1) 
hayes	(21, 1) 
hazen	(21, 1) 
hazens	(21, 1) 
hc12s	(5, 1) 
hc14s	(5, 1) 
he	(22, 2) (9, 1) (26, 2) (10, 2) (6, 4) (24, 17) (27, 5) (17, 217) (1, 2) (23, 46) (21, 31) (12, 1) (8, 3) (25, 5) (13, 1) (20, 3) (2, 134) (19, 7) 
head	(19, 1) (10, 1) (26, 9) (17, 3) (24, 1) (7, 2) (2, 9) (12, 1) (29, 1) (21, 5) (8, 1) (13, 1) 
head-on	(24, 1) 
headed	(24, 2) (19, 1) (2, 2) (23, 3) (20, 1) 
heading	(19, 1) 
headline	(17, 1) 
headquartered	(23, 1) 
headquarters	(22, 1) (5, 1) (10, 2) (17, 1) (7, 2) (14, 1) (2, 6) (21, 1) 
headquartersonly	(10, 1) 
heads	(24, 1) (26, 2) 
health	(2, 1) (20, 1) 
healthcare	(18, 1) 
healthfollowing	(2, 1) 
healy	(20, 1) 
hear	(17, 1) 
heard	(17, 2) (26, 1) 
heart	(26, 1) (10, 1) (17, 1) (21, 1) (25, 1) 
heartbeat	(2, 1) 
heartfelt	(17, 1) 
heartland	(23, 3) (21, 2) 
heat	(17, 4) (26, 2) (30, 2) (22, 1) (28, 1) (29, 2) 
heath	(17, 1) 
heaven	(23, 1) 
heavenly	(19, 1) 
heavier	(30, 3) (13, 4) (5, 1) (27, 4) (10, 2) (12, 4) (22, 1) 
heavier-than-air	(13, 1) (3, 1) (12, 1) 
heaviest	(12, 1) (13, 1) (22, 1) 
heavily	(22, 5) (13, 4) (29, 1) (12, 4) (5, 1) (24, 2) (30, 3) (28, 1) (2, 1) (8, 3) (10, 1) 
heavy	(10, 7) (24, 5) (22, 12) (19, 6) (21, 1) (5, 3) (13, 8) (12, 8) (8, 3) (28, 1) (27, 7) (30, 3) (2, 2) 
hebei	(23, 2) 
hebeireferencescitationssourcesexternal	(23, 1) 
hebraic	(17, 1) 
hebraica	(17, 1) 
hebrew	(17, 7) 
heck	(2, 1) 
hedgehog	(15, 1) 
hedong	(23, 1) 
heeded	(25, 1) 
heeling	(22, 1) 
heereson	(2, 1) 
hegemon	(24, 1) 
heian	(24, 1) 
height	(24, 2) (17, 1) (6, 1) (27, 15) 
height/fuse	(27, 1) 
height/range	(27, 1) 
heightened	(21, 1) 
heights	(21, 2) (27, 1) (2, 1) (8, 1) 
heil	(2, 3) 
heil!	(2, 1) 
heinkel	(9, 1) 
heinrich	(2, 4) 
heinricis	(2, 1) 
heinz	(2, 1) 
held	(2, 10) (13, 2) (10, 5) (22, 1) (21, 9) (17, 4) (19, 1) (24, 3) (5, 1) (26, 3) (8, 2) (12, 2) (20, 1) (11, 1) 
heli	(5, 1) 
heli-cannon	(5, 1) 
heliborne	(10, 1) 
heliborne-horseborne	(5, 1) 
helicanhão	(5, 1) 
helicopter	(5, 24) (10, 4) (13, 26) (9, 2) (4, 1) (27, 4) (22, 1) (12, 26) (7, 1) (14, 1) 
helicopter-borne	(5, 2) (10, 2) 
helicopter-lifted	(5, 1) 
helicopter-mounted	(5, 1) 
helicopterin	(5, 1) 
helicopters	(5, 28) (10, 3) (27, 6) (13, 17) (4, 2) (11, 1) (7, 1) (8, 1) (28, 1) (12, 17) (22, 2) (15, 2) 
helicoptersaustraliacurrentthe	(13, 1) (12, 1) 
helicopterssee	(27, 1) 
helion	(10, 1) (19, 1) 
hellcat	(8, 2) 
hellenic	(9, 1) (15, 1) (22, 1) 
hellenistic	(24, 1) 
hellenized	(24, 1) 
helles	(22, 1) 
hellfire	(29, 1) 
hells	(10, 2) 
helmet	(24, 2) 
helmets	(24, 1) 
helmless	(23, 1) 
helmuth	(20, 1) 
help	(10, 1) (12, 2) (2, 3) (25, 1) (1, 1) (9, 1) (27, 2) (21, 3) (17, 6) (26, 5) (24, 3) (13, 2) 
helped	(21, 5) (2, 2) (5, 1) (24, 2) (23, 4) (30, 2) (19, 3) 
helper	(21, 2) 
helpful	(8, 1) 
helping	(19, 1) (24, 1) 
helps	(26, 1) 
hemipteran	(26, 1) 
hemisphere	(26, 1) (17, 1) 
henan	(23, 5) 
hence	(8, 1) (2, 1) (13, 2) (12, 2) (24, 2) (28, 1) 
hendrik	(17, 1) 
heng	(23, 5) 
henlein	(2, 3) 
henleins	(2, 2) 
henleys	(22, 1) 
henri	(17, 1) 
henrik	(2, 1) 
henry	(22, 1) (13, 1) (20, 1) (21, 6) (27, 1) (25, 1) (19, 2) (12, 1) 
henschel	(28, 1) 
her	(28, 1) (22, 4) (17, 11) (23, 3) (2, 3) (10, 1) (21, 3) (13, 15) (12, 15) (7, 1) (19, 1) (24, 1) (26, 3) (25, 2) 
herald	(17, 1) 
heraldry	(5, 2) 
herbal	(26, 1) 
herbert	(17, 1) 
herbivores	(26, 2) 
herbivorous	(26, 1) 
herbivory	(26, 1) 
hercules	(15, 1) 
herculestransall	(15, 1) 
herded	(26, 1) 
here	(26, 1) (13, 1) (12, 1) 
heritage	(21, 2) (2, 1) 
herman	(21, 1) 
hermann	(2, 4) (15, 1) (11, 1) (17, 5) 
hermes	(12, 2) (13, 2) 
hero	(21, 1) (26, 1) 
herodotus	(24, 2) 
heroes	(10, 1) (21, 1) (19, 1) 
heroic	(20, 1) (21, 2) 
heroism	(21, 2) 
herring	(25, 1) (10, 1) 
herself	(26, 1) 
herzliya	(8, 1) 
herzog	(24, 1) 
hesh	(29, 1) 
hess	(2, 2) 
hewers	(24, 1) 
heyang	(23, 1) 
heydrich	(2, 2) 
heyn	(25, 1) 
hezbollah	(28, 1) (27, 1) 
hf	(17, 1) 
hfi	(27, 1) 
hg	(26, 1) 
hh	(10, 1) 
hi-jacking	(27, 1) 
hibernation	(26, 1) 
hibernia	(13, 1) (12, 1) 
hicks	(10, 1) 
hidalgo	(21, 1) 
hidden	(17, 3) 
hide	(23, 1) (24, 1) 
hides	(24, 1) 
hiding	(8, 1) 
hiedler	(2, 4) 
hiedlers	(2, 1) 
hierarchical	(2, 1) 
hierarchy	(5, 1) 
higgins	(22, 2) 
higginss	(22, 1) 
high	(22, 1) (21, 8) (12, 5) (17, 3) (19, 2) (23, 2) (10, 6) (26, 5) (9, 3) (2, 3) (8, 8) (30, 1) (6, 2) (13, 5) (16, 2) (27, 8) (29, 1) (15, 1) (20, 4) 
high-agility	(28, 1) 
high-altitude	(27, 3) 
high-aperture	(27, 1) 
high-energy	(26, 1) 
high-explosive	(30, 2) (29, 2) 
high-g	(6, 1) 
high-grade	(2, 1) 
high-level	(27, 1) 
high-performance	(8, 1) 
high-powered	(27, 1) 
high-priced	(21, 1) 
high-ranking	(10, 1) 
high-speed	(22, 1) (27, 2) 
high-velocity	(14, 2) 
high-water	(21, 1) 
higher	(21, 5) (27, 7) (24, 1) (2, 2) (12, 3) (17, 2) (19, 1) (6, 1) (30, 1) (13, 3) 
higher-velocity	(30, 1) 
highest	(27, 2) (10, 1) (20, 1) (8, 2) (26, 1) (15, 1) 
highlight	(21, 1) 
highlighting	(17, 1) 
highly	(17, 2) (21, 3) (5, 2) (22, 2) (10, 1) (24, 1) (12, 4) (2, 1) (23, 1) (26, 2) (13, 4) (9, 1) (29, 1) (8, 1) 
highway	(10, 3) 
hiiumaa	(22, 1) 
hilary	(10, 1) 
hill	(14, 1) (23, 1) 
hills	(9, 1) 
hillswei	(23, 1) 
hilt	(24, 2) 
him	(24, 1) (23, 23) (17, 57) (21, 7) (2, 17) (19, 1) (7, 1) 
himalayan	(11, 1) 
himdefeat	(2, 1) 
himin	(17, 1) 
himmler	(2, 6) 
himmlers	(2, 5) 
himmler–greiser	(2, 1) 
himself	(2, 7) (17, 10) (23, 4) (24, 3) (21, 1) (19, 1) (20, 1) 
himselfby	(2, 1) 
himself—the	(2, 1) 
himthird	(25, 1) 
hinckley	(9, 1) 
hind	(26, 2) 
hindenburg	(2, 11) 
hindenburgs	(2, 3) 
hindenburgto	(2, 1) 
hindenburg’s	(2, 1) 
hindered	(2, 1) 
hindering	(21, 2) 
hindgut	(26, 1) 
hindquarters	(24, 1) 
hinton	(21, 1) 
hired	(23, 1) 
hiroshima	(7, 1) 
hirsuta	(26, 1) 
hirtella	(26, 1) 
hiryū	(12, 1) (13, 1) 
his	(13, 5) (26, 8) (21, 52) (22, 6) (8, 5) (15, 1) (20, 2) (5, 1) (17, 205) (7, 2) (27, 2) (24, 34) (10, 5) (1, 2) (12, 5) (23, 67) (25, 9) (19, 11) (2, 170) (6, 7) 
histoire	(20, 1) 
historian	(10, 1) (21, 14) (24, 2) (17, 2) (2, 11) (1, 1) (19, 3) 
historians	(24, 1) (22, 1) (21, 11) (23, 1) (2, 9) (25, 1) (9, 1) 
historiansin	(19, 1) 
historic	(17, 1) 
historica	(20, 1) 
historical	(20, 4) (9, 1) (8, 1) (24, 2) (10, 1) (19, 2) (2, 3) (21, 3) 
historically	(21, 1) (20, 1) (17, 1) (22, 1) (8, 1) (9, 1) (27, 1) (3, 1) 
historiographical	(21, 1) 
historiography	(21, 1) (23, 1) 
historiographydobson	(19, 1) 
historiographysilverlight	(19, 1) 
historiographythe	(21, 1) 
history	(21, 9) (9, 3) (13, 2) (26, 1) (20, 4) (15, 2) (24, 10) (4, 5) (22, 10) (17, 2) (7, 1) (19, 5) (2, 6) (25, 6) (1, 3) (12, 2) (11, 1) (23, 5) (10, 14) (27, 3) (18, 1) 
historya	(18, 1) 
historyancestryhitlers	(2, 1) 
historybenjamin	(10, 1) 
historydutch	(25, 1) 
historyhöpel	(20, 1) 
historyin	(15, 1) 
historykennedy	(25, 1) 
historynetherlands–united	(25, 1) 
historyreferencessourceswu	(24, 1) 
historythe	(22, 1) 
historywith	(10, 1) 
hit	(3, 1) (13, 1) (30, 1) (5, 2) (29, 2) (27, 7) (28, 8) (12, 1) 
hitherto	(17, 1) (24, 1) 
hitler	(17, 3) (10, 3) (15, 2) (20, 1) (2, 236) (7, 1) (11, 1) 
hitlerführermuseumhitler	(2, 1) 
hitlerhitler	(2, 2) 
hitleron	(2, 1) 
hitlerpaintings	(2, 1) 
hitlers	(2, 62) (17, 1) (5, 1) (1, 1) 
hitlertoothbrush	(2, 1) 
hitlerwhile	(17, 1) 
hits	(28, 1) 
hitting	(12, 1) (13, 1) (29, 1) (27, 2) 
hittites	(24, 2) 
hive	(26, 1) 
hjalmar	(2, 1) 
hm2	(9, 1) 
hmas	(12, 1) (13, 1) 
hmm-161	(5, 1) 
hmm-261	(5, 1) 
hmm-361	(5, 2) 
hmnb	(13, 1) (12, 1) 
hms	(12, 15) (9, 1) (28, 5) (25, 2) (13, 15) (5, 2) (19, 6) (22, 5) 
hmt	(28, 1) 
hmx-1	(5, 2) 
ho3s-1s	(5, 1) 
hoarding	(23, 1) 
hoc	(23, 1) (27, 1) (10, 1) 
hochbunker	(27, 1) 
hochschule	(17, 1) 
hodder	(5, 1) (19, 1) 
hodges	(21, 1) 
hogaboom	(5, 1) 
hoisted	(22, 1) 
hold	(22, 1) (5, 2) (19, 2) (10, 1) (2, 2) (24, 3) (23, 1) (12, 1) (8, 1) (21, 7) (27, 1) (13, 1) 
holder	(16, 1) 
holding	(10, 1) (21, 2) (17, 1) (8, 1) (27, 1) (26, 1) 
holdings	(2, 1) 
holds	(8, 3) 
hole	(17, 3) 
holes	(17, 2) 
holiday	(21, 1) 
holland	(25, 4) (10, 1) 
hollandic	(25, 1) 
hollow	(26, 2) (30, 2) (24, 1) 
hollow-charge	(30, 1) 
holloway	(22, 1) 
hollows	(26, 1) 
hollywood	(17, 1) 
holmess	(25, 1) 
holocaust	(17, 1) (2, 5) 
holocaustif	(2, 1) 
holocaustin	(2, 1) 
holt	(20, 1) (18, 1) 
holton	(17, 1) 
holy	(20, 3) 
home	(25, 3) (22, 1) (24, 1) (12, 3) (19, 5) (23, 1) (17, 9) (8, 2) (13, 3) (10, 1) (21, 4) (2, 3) (26, 1) (14, 1) (27, 3) 
home-territory	(8, 1) 
homecoming	(15, 1) 
homefront	(21, 1) 
homeland	(4, 1) (27, 5) 
homeless	(2, 1) 
homemarching	(21, 1) 
homeport	(12, 1) (13, 1) 
homers	(24, 2) 
homes	(21, 1) (20, 1) 
homestead	(21, 1) 
home—the	(9, 1) 
homing	(29, 1) (28, 2) 
homogeneous	(29, 1) 
homosexual	(2, 1) 
homosexuality	(20, 1) 
homosexuals	(20, 1) (2, 1) 
honey	(26, 1) 
honey-pots	(26, 1) 
honeybeesnests	(26, 1) 
honeydew	(26, 6) 
honeypot	(26, 2) 
honor	(21, 4) (19, 1) (17, 2) 
honorable	(17, 1) 
honorary	(17, 3) (20, 1) 
honored	(21, 1) (18, 1) 
honorius	(24, 1) 
honornationalism	(21, 1) 
honorpublicationsscientificotherssee	(17, 1) 
honors	(17, 1) (10, 1) 
honorseinstein	(17, 1) 
honour	(2, 2) 
honours	(10, 1) 
honshū	(24, 1) 
hood	(21, 4) 
hoods	(21, 1) 
hook	(24, 1) (26, 1) 
hooked	(26, 1) 
hooker	(21, 1) 
hookerhooker	(21, 1) 
hope	(21, 2) (17, 3) (2, 1) 
hoped	(8, 1) (17, 1) (21, 1) (15, 1) 
hoped-for	(20, 1) 
hopeless	(21, 1) (10, 1) 
hopes	(2, 1) (19, 1) (8, 1) 
hopi	(26, 1) 
hoping	(10, 1) (21, 1) (20, 1) (2, 1) 
hoplite	(24, 4) 
hoplites	(24, 1) (1, 1) 
horace	(21, 2) 
hordes	(24, 1) 
horizontal	(24, 1) (6, 1) (13, 1) (26, 1) (27, 1) (12, 1) 
hormiga	(26, 1) 
hormigas	(26, 1) 
hormones	(26, 1) 
horn-like	(24, 1) 
horned	(24, 2) 
hornet	(13, 2) (12, 2) 
horrible	(23, 1) 
horrified	(17, 1) 
horrors	(21, 1) 
horse	(21, 1) (24, 6) (23, 2) (1, 2) 
horse-drawn	(27, 1) 
horseback	(24, 1) 
horsemen	(24, 2) 
horsementhe	(24, 1) 
horses	(24, 2) (21, 1) (22, 1) (30, 1) 
hospital	(2, 1) (17, 2) (21, 2) (19, 1) (13, 1) (12, 1) 
hospitalised	(2, 1) 
hospitalities	(21, 1) 
hospitals	(26, 1) 
hospitalsmary	(21, 1) 
hossbach	(2, 1) 
host	(26, 7) (22, 1) (17, 1) 
hostages	(10, 2) 
hosted	(2, 1) 
hostile	(22, 2) (30, 1) (8, 1) (23, 1) (27, 4) (19, 2) (28, 2) (9, 2) (4, 1) (20, 1) 
hostileweapons	(27, 1) 
hostilities	(25, 1) (22, 1) (21, 1) 
hostility	(21, 1) (19, 1) 
hostomel	(5, 1) 
hosts	(26, 3) (17, 1) 
hot	(10, 1) (3, 1) (26, 2) (8, 1) 
hotchkiss	(30, 1) (22, 2) 
hotel	(10, 1) 
houndsmills	(19, 1) 
hour	(2, 1) (27, 2) 
hours	(2, 1) (10, 7) (8, 1) (5, 1) (17, 1) (16, 1) (22, 2) (29, 1) (30, 1) (21, 1) (9, 1) (28, 1) 
hoursthose	(16, 1) 
house	(10, 3) (2, 1) (12, 2) (19, 1) (17, 3) (13, 2) (20, 5) (21, 9) (26, 4) (23, 2) 
household	(23, 2) (2, 1) (17, 1) 
households	(23, 4) (2, 1) 
housekeeper	(2, 1) 
houses	(17, 1) (26, 1) (20, 1) 
housesummarykeegan	(1, 1) 
housing	(12, 1) (26, 1) (13, 1) 
houston	(2, 1) 
hover	(13, 1) (5, 1) (12, 1) 
hovering	(27, 1) 
how	(12, 1) (13, 1) (24, 4) (10, 2) (2, 3) (22, 3) (8, 2) (19, 1) (20, 1) (26, 1) (17, 13) (21, 3) 
howard	(21, 1) (27, 1) (19, 1) 
however	(19, 10) (21, 24) (8, 3) (13, 6) (15, 4) (25, 5) (12, 6) (16, 1) (22, 8) (10, 7) (24, 7) (6, 2) (2, 4) (18, 1) (27, 28) (5, 5) (23, 12) (29, 4) (11, 1) (17, 8) (26, 7) (20, 3) (4, 1) (30, 3) (7, 1) 
howling	(22, 1) 
howze	(5, 2) 
hoyle	(17, 1) 
hoysalas	(24, 1) 
hp	(22, 1) 
hq	(2, 1) 
hr2s-1w	(9, 1) 
hrf	(27, 3) 
hrs-1	(5, 1) 
hryhoriv	(19, 3) 
hryhorivs	(19, 1) 
hs	(28, 3) 
htms	(13, 1) (12, 1) 
http//wwwdticmil/cgi-bin/gettrdoc?ad=ada440094location=u2doc=gettrdocpdfarchived	(9, 1) 
hu	(23, 5) 
hua	(23, 1) 
hua-ching	(23, 1) 
huai	(23, 1) 
huaixian	(23, 4) 
huan	(23, 1) 
huang	(23, 9) (24, 1) 
huaqing	(23, 1) 
hubbels	(17, 1) 
hubble	(17, 1) 
hubbles	(17, 1) 
hubris	(22, 1) 
hudong–zhonghua	(13, 1) (12, 1) 
hudson	(21, 2) (24, 1) 
huettler	(2, 1) 
huey	(5, 1) 
hueys	(5, 1) 
huge	(2, 1) (8, 1) (22, 1) (24, 2) (27, 2) (4, 1) 
hugenberg	(2, 2) 
hugenbergs	(2, 1) 
hugh	(2, 1) (20, 1) 
hughes	(17, 1) 
hughes-hallett	(22, 2) 
hugo	(2, 1) 
huige	(23, 5) 
huihe	(23, 1) 
hulk	(12, 1) (13, 1) 
hull	(13, 2) (12, 2) (22, 3) (24, 1) 
hulls	(13, 2) (12, 2) 
human	(2, 1) (19, 1) (16, 1) (21, 1) (24, 1) (17, 4) (26, 10) 
humanist	(17, 3) 
humanitarian	(12, 1) (15, 1) (10, 1) (13, 1) (14, 2) 
humanity	(15, 1) 
humanityin	(17, 1) 
humans	(26, 10) 
humansants	(26, 1) 
humblest	(22, 1) 
humbly	(2, 1) 
humboldt	(17, 3) 
hume	(17, 1) 
humid	(26, 1) 
humile	(26, 2) 
humiliated	(21, 1) 
humiliating	(21, 1) (25, 1) 
humiliation	(2, 1) 
humorously	(26, 1) 
hump	(15, 1) (11, 1) 
hundred	(19, 1) (23, 2) (21, 2) (30, 1) (2, 1) (17, 1) 
hundreds	(17, 1) (28, 1) (15, 1) (21, 1) (29, 2) 
